Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
OK1439,"7","506 W UTAH AVE"," ","CHICKASHA","GRADY",OK,730185852, ,ACTIVE,BUILDING,4999,26,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1441,"7","4400 SW 44TH ST"," ","OKLAHOMA CITY","OKLAHOMA",OK,731192800, ,ACTIVE,BUILDING,30950,173,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1444,"7","100 AIRPORT RD"," ","MCALESTER","PITTSBURG",OK,745017603, ,ACTIVE,BUILDING,7699,41,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1445,"7","4300 HIGHLINE BLVD"," ","OKLAHOMA CITY","OKLAHOMA",OK,731081830, ,ACTIVE,BUILDING,3018,10,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1446,"7","11145 S 82ND EAST PL","UNIT J","BIXBY","TULSA",OK,740082450, ,ACTIVE,BUILDING,1000,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1449,"7","2227 WEST LINDSEY STREET","SUITE 101","NORMAN","CLEVELAND",OK,730694095, ,ACTIVE,BUILDING,2044,8,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1450,"7","314 W MAIN ST"," ","WATONGA","BLAINE",OK,737724232, ,ACTIVE,BUILDING,2850,4,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1451,"7","1409 E MAIN ST"," ","WEATHERFORD","CUSTER",OK,730965722, ,ACTIVE,BUILDING,4800,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1452,"7","120 S EDMOND PL"," ","MUSKOGEE","MUSKOGEE",OK,744035081, ,ACTIVE,BUILDING,9630,10,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1455,"7","3401 SW 11TH ST"," ","LAWTON","COMANCHE",OK,73501, ,ACTIVE,BUILDING,1132,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1456,"7","110 W 7TH ST"," ","TULSA","TULSA",OK,741191029, ,ACTIVE,BUILDING,52725,25,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1457,"7","5700 SW 36TH ST"," ","OKLAHOMA CITY","OKLAHOMA",OK,731797819, ,ACTIVE,BUILDING,9000,54,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1459,"7","2108 DENVER HARNER ROAD"," ","MIAMI","OTTAWA",OK,743544003, ,ACTIVE,BUILDING,5402,22,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1462,"7","909 E FEDERAL ST"," ","SHAWNEE","POTTAWATOMIE",OK,748044018, ,ACTIVE,BUILDING,7389,40,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1463,"7","2202 NORTH VAN BUREN"," ","ENID","GARFIELD",OK,737032525, ,ACTIVE,BUILDING,7347,34,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1465,"7","1907 N. 6TH"," ","PONCA CITY","KAY",OK,746012032, ,ACTIVE,BUILDING,0,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1472,"7","308 CREEK PL"," ","OKMULGEE","OKMULGEE",OK,744476730, ,ACTIVE,BUILDING,5694,18,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1473,"7","7777 E APACHE ST"," ","TULSA","TULSA",OK,741152346, ,ACTIVE,BUILDING,9883,6,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1475,"7","100 W MAIN ST"," ","OKLAHOMA CITY","OKLAHOMA",OK,731029047, ,ACTIVE,STRUCTURE,0,24,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1476,"7","2202 SW A AVE"," ","LAWTON","COMANCHE",OK,735014177, ,ACTIVE,BUILDING,2529,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1477,"7","601 S. HARDING,SUITE D"," ","ENID","GARFIELD",OK,737036323, ,ACTIVE,BUILDING,1900,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1478,"7","9906B E 43RD ST"," ","TULSA","TULSA",OK,741464724, ,ACTIVE,BUILDING,1367,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1483,"7","800 E OKMULGEE AVE","SUITE B","MUSKOGEE","MUSKOGEE",OK,744035530, ,ACTIVE,BUILDING,65376,1,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1485,"7","9014 E 21ST STREET S"," ","TULSA","TULSA",OK,741291428, ,ACTIVE,BUILDING,23415,26,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1486,"7","321 HOLIDAY DR"," ","ARDMORE","CARTER",OK,734012575, ,ACTIVE,BUILDING,7013,36,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1487,"7","902 S GEORGE NIGH EXPY"," ","MCALESTER","PITTSBURG",OK,74501, ,ACTIVE,BUILDING,7485,42,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1488,"7","501 NE 122ND ST"," ","OKLAHOMA CITY","OKLAHOMA",OK,731148100, ,ACTIVE,BUILDING,5000,4,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1489,"7","1306 TARBY RD"," ","POTEAU","LE FLORE",OK,749535501, ,ACTIVE,BUILDING,5440,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1492,"7","2919 W PEAK BLVD"," ","MUSKOGEE","MUSKOGEE",OK,74401, ,ACTIVE,BUILDING,9000,0,LEASED,02-Aug-2007,Field Not In Use,Not Evaluated,Will Conform
OK1494,"7","2015 LONNIE ABBOTT BLVD"," ","ADA","PONTOTOC",OK,74820, ,ACTIVE,BUILDING,6436,27,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1495,"7","1323 E 71ST ST"," ","TULSA","TULSA",OK,741365036, ,ACTIVE,BUILDING,1944,4,LEASED,24-May-1983,Field Not In Use,Not Evaluated,No
OK1496,"7","701 MARKET DR"," ","OKLAHOMA CITY","OKLAHOMA",OK,731148132, ,ACTIVE,BUILDING,43934,232,LEASED,04-Apr-2007,Field Not In Use,Not Evaluated,Yes
OK1497,"7","3201 W. TECUMSEH"," ","NORMAN","CLEVELAND",OK,730724443, ,ACTIVE,BUILDING,3931,6,LEASED,15-Jul-2008,Field Not In Use,Not Evaluated,Will Conform
OK1498,"7","1339 S. WESTERN ROAD"," ","STILLWATER","PAYNE",OK,740746899, ,ACTIVE,BUILDING,2550,3,LEASED,01-Mar-2004,Field Not In Use,Not Evaluated,Yes
OK1499,"7","2007 N COMMERCE ST"," ","ARDMORE","CARTER",OK,734011268, ,ACTIVE,BUILDING,2005,2,LEASED,01-Jan-1973,Field Not In Use,Not Evaluated,Yes
OK1506,"7","600 N. MILT PHILLIPS"," ","SEMINOLE","SEMINOLE",OK,748682312, ,ACTIVE,BUILDING,9825,82,LEASED,20-Apr-1980,Field Not In Use,Not Evaluated,Yes
OK1507,"7","122 EASTSIDE BLVD"," ","MUSKOGEE","MUSKOGEE",OK,744033960, ,ACTIVE,BUILDING,22099,225,LEASED,18-Feb-2009,Field Not In Use,Not Evaluated,Yes
OK1508,"7","5801 BROADWAY EXT"," ","OKLAHOMA CITY","OKLAHOMA",OK,731187436, ,ACTIVE,BUILDING,5670,7,LEASED,17-Mar-1999,Field Not In Use,Not Evaluated,Yes
OK1509,"7","6000 NW 2ND ST"," ","OKLAHOMA CITY","OKLAHOMA",OK,731276530, ,ACTIVE,BUILDING,7852,2,LEASED,22-Jun-1995,Field Not In Use,Not Evaluated,Yes
OK1510,"7","12304 MARKET DRIVE"," ","OKLAHOMA CITY","OKLAHOMA",OK,731148136, ,ACTIVE,BUILDING,4028,0,LEASED,17-May-2009,Field Not In Use,Not Evaluated,Will Conform
OK1511,"7","2401 W SHAWNEE ST"," ","MUSKOGEE","MUSKOGEE",OK,74401, ,ACTIVE,BUILDING,10933,60,LEASED,03-Sep-2009,Field Not In Use,Not Evaluated,Yes
OK1513,"7","212 E 4TH ST"," ","CARNEGIE","CADDO",OK,730159471, ,ACTIVE,BUILDING,3891,52,LEASED,25-Oct-2009,Field Not In Use,Not Evaluated,Yes
OK1515,"7","627 W BROADWAY ST"," ","MUSKOGEE","MUSKOGEE",OK,744016220, ,ACTIVE,BUILDING,6231,25,LEASED,19-Apr-1996,Field Not In Use,Not Evaluated,Will Conform
OK1516,"7","520 DENISON ST"," ","MUSKOGEE","MUSKOGEE",OK,744016007, ,ACTIVE,BUILDING,31244,107,LEASED,01-May-2011,Field Not In Use,Not Evaluated,Will Conform
OK1517,"7","N ORCHARD ST"," ","STILLWATER","PAYNE",OK,74078, ,ACTIVE,BUILDING,36112,201,LEASED,06-Apr-2011,Field Not In Use,Not Evaluated,Yes
OK1519,"7","1235 WESTHEIMER DR"," ","NORMAN","CLEVELAND",OK,730697902, ,ACTIVE,BUILDING,3700,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1521,"7","12301 N KELLEY AVE"," ","OKLAHOMA CITY","OKLAHOMA",OK,731311820, ,ACTIVE,BUILDING,20505,122,LEASED,31-Oct-2013,Field Not In Use,Not Evaluated,Will Conform
OK1524,"7","3700 S MACARTHUR BLVD"," ","OKLAHOMA CITY","CANADIAN",OK,731797612, ,ACTIVE,BUILDING,43564,90,LEASED,01-Jul-2013,Field Not In Use,Not Evaluated,Yes
OK1527,"7","1200 WESTHEIMER DR"," ","NORMAN","CLEVELAND",OK,730697902, ,ACTIVE,BUILDING,16811,64,LEASED,01-Jan-1987,Field Not In Use,Not Evaluated,Yes
OK1531,"7","703 E INDEPENDENCE ST"," ","SHAWNEE","POTTAWATOMIE",OK,748044012, ,ACTIVE,BUILDING,1859,23,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1532,"7","406 E HALL OF FAME AVE"," ","STILLWATER","PAYNE",OK,740755025, ,ACTIVE,BUILDING,6168,38,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1534,"7","901 NE 122ND ST"," ","OKLAHOMA CITY","OKLAHOMA",OK,731311206, ,ACTIVE,BUILDING,25739,80,LEASED,31-Oct-2015,Field Not In Use,Evaluated - Not Historic,Will Conform
OK1536,"7","14002 E 21ST ST"," ","TULSA","TULSA",OK,741341412, ,ACTIVE,BUILDING,35375,152,LEASED,01-Apr-1985,Field Not In Use,Not Evaluated,Will Conform
OK1537,"7","901 W 1ST ST"," ","SULPHUR","MURRAY",OK,730864822, ,ACTIVE,BUILDING,2675,3,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
OK1538,"7","110 W 7TH ST"," ","TULSA","TULSA",OK,741191031, ,ACTIVE,BUILDING,4824,1,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1539,"7","1424 HALLEY AVE"," ","NORMAN","CLEVELAND",OK,730698417, ,ACTIVE,BUILDING,12022,30,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
OK1540,"7","5104 N FRANCIS AVE"," ","OKLAHOMA CITY","CANADIAN",OK,731186017, ,ACTIVE,BUILDING,5820,2,LEASED,01-Sep-1955,Field Not In Use,Evaluated - Not Historic,Yes
OK1542,"7","201 STEPHENSON PKWY"," ","NORMAN","CLEVELAND",OK,730199705, ,ACTIVE,BUILDING,14433,71,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1543,"7","2450 JOHN SAXON BLVD"," ","NORMAN","CLEVELAND",OK,73071, ,ACTIVE,BUILDING,1625,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1544,"7","2488 E 81ST ST"," ","TULSA","TULSA",OK,741374202, ,ACTIVE,BUILDING,101776,84,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1546,"7","2020 W AIRPORT RD"," ","STILLWATER","PAYNE",OK,740751011, ,ACTIVE,BUILDING,296,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1547,"7","1645 S 101ST EAST AVE"," ","TULSA","OSAGE",OK,741284614, ,ACTIVE,BUILDING,10993,25,LEASED,12-Oct-1994,Field Not In Use,Evaluated - Not Historic,Yes
OK1549,"7","1220 SOVEREIGN ROW"," ","OKLAHOMA CITY","CANADIAN",OK,731081823, ,ACTIVE,BUILDING,15989,30,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
OK1553,"7","210 PETERS ST"," ","POTEAU","LE FLORE",OK,749534027, ,ACTIVE,BUILDING,1165,6,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Will Conform
OK1554,"7","1510 N KICKAPOO ST"," ","SHAWNEE","POTTAWATOMIE",OK,748044331, ,ACTIVE,BUILDING,2475,10,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1556,"7","6525 N MERIDIAN AVE"," ","OKLAHOMA CITY","OKLAHOMA",OK,731161400, ,ACTIVE,BUILDING,6615,0,LEASED,01-Jan-1983,Field Not In Use,Evaluated - Not Historic,Yes
OK1558,"7","501 N MAIN ST"," ","MUSKOGEE","MUSKOGEE",OK,744016304, ,ACTIVE,BUILDING,4394,20,LEASED,23-Jul-2020,Field Not In Use,Not Evaluated,No
OK1559,"7","1313 HALLEY CIR"," ","NORMAN","CLEVELAND",OK,730698480, ,ACTIVE,BUILDING,23083,81,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,No
OK1560,"7","2100 SE WASHINGTON ST","STE C","IDABEL","MCCURTAIN",OK,747455425, ,ACTIVE,BUILDING,3465,4,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
OK1561,"7","1200 W OKMULGEE AVE"," ","MUSKOGEE","MUSKOGEE",OK,744016848, ,ACTIVE,BUILDING,8358,20,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
OK1562,"7","2212 S POST RD"," ","OKLAHOMA CITY","OKLAHOMA",OK,731306627, ,ACTIVE,BUILDING,2239,3,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Will Conform
OK1563,"7","2821 EAST 8TH STREET"," ","TULSA","TULSA",OK,74104, ,ACTIVE,BUILDING,9890,2,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,No
OK1570,"7","320 S BOSTON AVE"," ","TULSA","TULSA",OK,741033706, ,ACTIVE,BUILDING,56628,0,LEASED,01-May-2027,Field Not In Use,National Register Listed,Yes
TX0001,"7","341 PINE ST"," ","ABILENE","TAYLOR",TX,796015927, ,ACTIVE,BUILDING,23389,4,LEASED,01-Jan-1901,Field Not In Use,National Register Listed,Will Conform
TX0006,"7","205 SE 5TH AVE"," ","AMARILLO","POTTER",TX,791011559, ,ACTIVE,BUILDING,40043,45,OWNED,01-Jan-1939,Field Not In Use,National Register Listed,Yes
TX0019,"7","300 WILLOW ST"," ","BEAUMONT","JEFFERSON",TX,777012222, ,ACTIVE,BUILDING,75256,94,OWNED,01-Jan-1934,Field Not In Use,National Register Listed,Yes
TX0020,"7","7801 S. INTERNATIONAL BLVD"," ","DONNA","HIDALGO",TX,785379998, ,ACTIVE,BUILDING,18613,0,OWNED,28-Jun-2010,Field Not In Use,Not Evaluated,No
TX0022,"7","7801 S. INTERNATIONAL BLVD"," ","DONNA","HIDALGO",TX,785379998, ,ACTIVE,BUILDING,3805,0,OWNED,28-Jun-2010,Field Not In Use,Not Evaluated,Yes
TX0023,"7","7801 S. INTERNATIONAL BLVD"," ","DONNA","HIDALGO",TX,785379998, ,ACTIVE,STRUCTURE,32192,0,OWNED,28-Jun-2010,Field Not In Use,Not Evaluated,Yes
TX0024,"7","7801 S. INTERNATIONAL BLVD"," ","DONNA","HIDALGO",TX,785379998, ,ACTIVE,BUILDING,2101,0,OWNED,28-Jun-2010,Field Not In Use,Not Evaluated,Yes
TX0025,"7","7801 S. INTERNATIONAL BLVD"," ","DONNA","HIDALGO",TX,785379998, ,ACTIVE,BUILDING,3372,0,OWNED,28-Jun-2010,Field Not In Use,Not Evaluated,Yes
TX0026,"7","7801 S. INTERNATIONAL BLVD"," ","DONNA","HIDALGO",TX,785379998, ,ACTIVE,BUILDING,14134,0,OWNED,28-Jun-2010,Field Not In Use,Not Evaluated,Yes
TX0027,"7","HWY 385 - 5 MILES SOUTH OF MARATHON"," ","MARATHON","BREWSTER",TX,798429800, ,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1935,Field Not In Use,Not Evaluated,Will Conform
TX0028,"7","TX 118","10 MILES SOUTH OF ALPINE TX","ALPINE","BREWSTER",TX,79830, ,ACTIVE,BUILDING,0,0,OWNED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
TX0029,"7","HWY 67 - 5 MILES SOUTH OF MARFA,TX"," ","MARFA","PRESIDIO",TX,798439998, ,ACTIVE,BUILDING,0,0,OWNED,23-May-1987,Field Not In Use,Not Evaluated,No
TX0034,"7","7801 S. INTERNATIONAL BLVD"," ","DONNA","HIDALGO",TX,785379998, ,ACTIVE,STRUCTURE,14540,0,OWNED,02-Sep-2020,Field Not In Use,Not Evaluated,Yes
TX0057,"7","207 S HOUSTON ST"," ","DALLAS","DALLAS",TX,752024703, ,ACTIVE,BUILDING,146084,96,OWNED,01-Jan-1937,Field Not In Use,National Historic Landmark,Will Conform
TX0058,"7","1114 COMMERCE ST"," ","DALLAS","DALLAS",TX,752421001, ,ACTIVE,BUILDING,187900,0,OWNED,01-Jan-1925,Field Not In Use,National Register Listed,Will Conform
TX0069,"7","511 E SAN ANTONIO AVE"," ","EL PASO","EL PASO",TX,799012415, ,ACTIVE,BUILDING,64724,13,OWNED,01-Jan-1936,Field Not In Use,National Register Listed,Will Conform
TX0075,"7","510 W 10TH ST"," ","FORT WORTH","TARRANT",TX,761023648, ,ACTIVE,BUILDING,81034,25,OWNED,01-Jan-1933,Field Not In Use,National Register Listed,Yes
TX0081,"7","601 25TH ST"," ","GALVESTON","GALVESTON",TX,775501799, ,ACTIVE,BUILDING,64196,237,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will Conform
TX0101,"7","701 SAN JACINTO ST"," ","HOUSTON","HARRIS",TX,770023673, ,ACTIVE,BUILDING,81414,17,OWNED,01-Jan-1911,Field Not In Use,National Register Listed,No
TX0112,"7","100 CONVENT AVE"," ","LAREDO","WEBB",TX,780405847, ,ACTIVE,STRUCTURE,14114,0,OWNED,23-Apr-2018,Field Not In Use,Not Evaluated,Will Conform
TX0113,"7","100 CONVENT AVE"," ","LAREDO","WEBB",TX,780405847, ,ACTIVE,STRUCTURE,1498,0,OWNED,23-Apr-2018,Field Not In Use,Not Evaluated,Will Conform
TX0114,"7","100 CONVENT AVE"," ","LAREDO","WEBB",TX,780405847, ,ACTIVE,BUILDING,785,0,OWNED,23-Apr-2018,Field Not In Use,Not Evaluated,Will Conform
TX0115,"7","100 CONVENT AVE"," ","LAREDO","WEBB",TX,780405847, ,ACTIVE,BUILDING,37,0,OWNED,23-Apr-2018,Field Not In Use,Not Evaluated,Will Conform
TX0116,"7","100 CONVENT AVE"," ","LAREDO","WEBB",TX,780405847, ,ACTIVE,BUILDING,19055,0,OWNED,01-Jan-1943,Field Not In Use,National Register Listed,Will Conform
TX0126,"7","104 N 3RD ST"," ","LUFKIN","ANGELINA",TX,759013078, ,ACTIVE,BUILDING,10166,15,OWNED,01-Jan-1935,Field Not In Use,National Register Listed,Will Conform
TX0130,"7","100 E HOUSTON ST"," ","MARSHALL","HARRISON",TX,756704144, ,ACTIVE,BUILDING,11694,2,OWNED,01-Jan-1914,Field Not In Use,National Register Listed,Will Conform
TX0163,"7","33 E TWOHIG AVE"," ","SAN ANGELO","TOM GREEN",TX,769035959, ,ACTIVE,BUILDING,21097,20,OWNED,01-Jan-1911,Field Not In Use,National Register Listed,Will Conform
TX0164,"7","615 E HOUSTON ST"," ","SAN ANTONIO","BEXAR",TX,782052001, ,ACTIVE,BUILDING,121261,35,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will Conform
TX0182,"7","221 W FERGUSON ST"," ","TYLER","SMITH",TX,757027200, ,ACTIVE,BUILDING,30528,17,OWNED,01-Jan-1934,Field Not In Use,National Register Listed,No
TX0185,"7","312 S MAIN ST"," ","VICTORIA","VICTORIA",TX,779018151, ,ACTIVE,BUILDING,45457,48,OWNED,01-Jan-1960,Field Not In Use,National Register Eligible,Will Conform
TX0191,"7","1000 LAMAR ST"," ","WICHITA FALLS","WICHITA",TX,763019998, ,ACTIVE,BUILDING,14777,4,LEASED,01-Jan-1933,Field Not In Use,National Register Eligible,Will Conform
TX0201,"7","160 E GARRISON ST"," ","EAGLE PASS","MAVERICK",TX,788524860, ,ACTIVE,BUILDING,13132,0,OWNED,01-Jan-1960,Field Not In Use,Evaluated - Not Historic,No
TX0202,"7","160 E GARRISON ST"," ","EAGLE PASS","MAVERICK",TX,788524876, ,ACTIVE,STRUCTURE,1353,0,OWNED,23-Jan-2014,Field Not In Use,Evaluated - Not Historic,No
TX0210,"7","101 E PECAN ST"," ","SHERMAN","GRAYSON",TX,750900041, ,ACTIVE,BUILDING,16410,22,OWNED,01-Jan-1907,Field Not In Use,National Register Listed,Will Conform
TX0211,"7","515 RUSK ST"," ","HOUSTON","HARRIS",TX,770022600, ,ACTIVE,BUILDING,370031,51,OWNED,01-Jan-1962,Field Not In Use,National Register Eligible,Will Conform
TX0220,"7","200 E WALL ST"," ","MIDLAND","MIDLAND",TX,797015201, ,ACTIVE,BUILDING,78679,334,OWNED,19-Apr-1974,Field Not In Use,Evaluated - Not Historic,Will Conform
TX0224,"7","819 TAYLOR ST"," ","FORT WORTH","TARRANT",TX,761026124, ,ACTIVE,BUILDING,500633,136,OWNED,01-Jan-1966,Field Not In Use,National Register Eligible,Yes
TX0227,"7","300 E 8TH ST"," ","AUSTIN","TRAVIS",TX,787013233, ,ACTIVE,BUILDING,156770,125,OWNED,01-Jan-1965,Field Not In Use,National Register Listed,Will Conform
TX0230,"7","1205 TEXAS AVE"," ","LUBBOCK","LUBBOCK",TX,794014037, ,ACTIVE,BUILDING,108081,250,OWNED,01-Jan-1971,Field Not In Use,National Register Eligible,Yes
TX0231,"7","411 E COLORADO ST"," ","PEARSALL","FRIO",TX,780613245, ,ACTIVE,BUILDING,6706,23,OWNED,01-Jan-1973,Field Not In Use,Evaluated - Not Historic,Will Conform
TX0247,"7","401 TEXAS ST"," ","FORT WORTH","TARRANT",TX,761024653, ,ACTIVE,STRUCTURE,2232,1281,OWNED,01-Jan-1974,Field Not In Use,Evaluated - Not Historic,Will Conform
TX0250,"7","903 SAN JACINTO BLVD"," ","AUSTIN","TRAVIS",TX,787012449, ,ACTIVE,BUILDING,117789,131,OWNED,01-Jan-1965,Field Not In Use,Evaluated - Not Historic,Will Conform
TX0262,"7","211 W FERGUSON ST"," ","TYLER","SMITH",TX,757028905, ,ACTIVE,BUILDING,36934,84,OWNED,01-Jan-1976,Field Not In Use,National Register Listed,Will Conform
TX0272,"7","700 E SAN ANTONIO AVE"," ","EL PASO","EL PASO",TX,799017000, ,ACTIVE,BUILDING,129665,347,OWNED,01-Jan-1985,Field Not In Use,Not Evaluated,Yes
TX0277,"7","TERMINATION I-35"," ","LAREDO","WEBB",TX,780409998, ,ACTIVE,STRUCTURE,5689,0,OWNED,07-May-2018,Field Not In Use,Not Evaluated,Will Conform
TX0278,"7","TERMINATION I-35"," ","LAREDO","WEBB",TX,780409998, ,ACTIVE,STRUCTURE,15011,0,OWNED,07-May-2018,Field Not In Use,Not Evaluated,Will Conform
TX0279,"7","TERMINATION I-35"," ","LAREDO","WEBB",TX,780409998, ,ACTIVE,STRUCTURE,5505,0,OWNED,07-May-2018,Field Not In Use,Not Evaluated,Will Conform
TX0280,"7","TERMINIATION I-35"," ","LAREDO","WEBB",TX,780409998, ,ACTIVE,STRUCTURE,14490,0,OWNED,07-May-2018,Field Not In Use,Not Evaluated,Will Conform
TX0281,"7","TERMINATION I-35"," ","LAREDO","WEBB",TX,780409998, ,ACTIVE,BUILDING,33,0,OWNED,01-Oct-1983,Field Not In Use,Not Evaluated,Will Conform
TX0282,"7","TERMINATION I-35"," ","LAREDO","WEBB",TX,780409998, ,ACTIVE,BUILDING,33186,0,OWNED,01-Jan-1983,Field Not In Use,Not Evaluated,Will Conform
TX0283,"7","TERMINATION I-35"," ","LAREDO","WEBB",TX,780409998, ,ACTIVE,BUILDING,31811,0,OWNED,07-May-2018,Field Not In Use,Not Evaluated,Will Conform
TX0284,"7","1100 COMMERCE ST"," ","DALLAS","DALLAS",TX,752421001, ,ACTIVE,BUILDING,665667,69,OWNED,01-Jan-1971,Field Not In Use,National Register Eligible,Will Conform
TX0285,"7","TERMINATION I-35"," ","LAREDO","WEBB",TX,780409998, ,ACTIVE,BUILDING,1592,0,OWNED,07-May-2018,Field Not In Use,Not Evaluated,Will Conform
TX0286,"7","TERMINATION I-35"," ","LAREDO","WEBB",TX,780400998, ,ACTIVE,BUILDING,3198,0,OWNED,07-May-2018,Field Not In Use,Not Evaluated,No
TX0287,"7","TERMINATION I-35"," ","LAREDO","WEBB",TX,780409998, ,ACTIVE,STRUCTURE,20098,0,OWNED,07-May-2018,Field Not In Use,Not Evaluated,Will Conform
TX0288,"7","TERMINATION I-35"," ","LAREDO","WEBB",TX,780400998, ,ACTIVE,BUILDING,100,0,OWNED,07-May-2018,Field Not In Use,Not Evaluated,Will Conform
TX0289,"7","TERMINATION I-35"," ","LAREDO","WEBB",TX,780409998, ,ACTIVE,STRUCTURE,5280,0,OWNED,01-Jun-2014,Field Not In Use,Not Evaluated,Will Conform
TX0292,"7","525 S GRIFFIN ST"," ","DALLAS","DALLAS",TX,752025002, ,ACTIVE,BUILDING,157818,169,OWNED,01-Jan-1971,Field Not In Use,Evaluated - Not Historic,Yes
TX0296,"7","300 WEST MADRID STREET"," ","MARFA","PRESIDIO",TX,798439998, ,ACTIVE,BUILDING,1930,0,OWNED,01-Jan-1991,Field Not In Use,Not Evaluated,Will Conform
TX0297,"7","8701 S GESSNER DR"," ","HOUSTON","HARRIS",TX,770742916, ,ACTIVE,BUILDING,179778,641,OWNED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
TX0298,"7","1919 SMITH ST"," ","HOUSTON","HARRIS",TX,770028049, ,ACTIVE,BUILDING,277048,537,OWNED,01-Jan-1983,Field Not In Use,Not Evaluated,Yes
TX0301,"7","100 LOS INDIOS BLVD"," ","LOS INDIOS","CAMERON",TX,785679800, ,ACTIVE,BUILDING,11059,0,OWNED,01-Jan-1992,Field Not In Use,Not Evaluated,Will Conform
TX0302,"7","4050 ALPHA RD"," ","FARMERS BRANCH","DALLAS",TX,752444201, ,ACTIVE,BUILDING,265123,1071,OWNED,01-Jan-1983,Field Not In Use,Not Evaluated,Will Conform
TX0306,"7","TERMINATION SH-255"," ","LAREDO","WEBB",TX,780409998, ,ACTIVE,BUILDING,11886,0,OWNED,01-Jan-1991,Field Not In Use,Not Evaluated,Will Conform
TX0307,"7","100 LOS INDIOS BLVD."," ","LOS INDIOS","CAMERON",TX,785679800, ,ACTIVE,BUILDING,7416,0,OWNED,01-Jan-1991,Field Not In Use,Not Evaluated,Yes
TX0311,"7","1300 VICTORIA ST"," ","LAREDO","WEBB",TX,780405016, ,ACTIVE,BUILDING,93986,34,OWNED,15-Sep-2004,Field Not In Use,Not Evaluated,Yes
