Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
FL2363,"4","555 WINDERLEY PL"," ","MAITLAND","ORANGE",FL,327517225, ,ACTIVE,BUILDING,15735,15,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2366,"4","4121 SOUTHPOINT BLVD"," ","JACKSONVILLE","DUVAL",FL,322160930, ,ACTIVE,BUILDING,19590,119,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2367,"4","3505 LAKE LYNDA DR","SUITE 300","ORLANDO","ORANGE",FL,328178324, ,ACTIVE,BUILDING,24111,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2372,"4","1850 ELLER DR"," ","FORT LAUDERDALE","BROWARD",FL,333164202, ,ACTIVE,BUILDING,2880,9,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2376,"4","8345 BISCAYNE BLVD"," ","MIAMI","MIAMI-DADE",FL,331383506, ,ACTIVE,BUILDING,10630,30,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2377,"4","21 E GARDEN ST"," ","PENSACOLA","ESCAMBIA",FL,325025676, ,ACTIVE,BUILDING,26760,9,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2386,"4","1635 S RIDGEWOOD AVE"," ","SOUTH DAYTONA","VOLUSIA",FL,321198427, ,ACTIVE,BUILDING,500,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2402,"4","3848 W COLUMBUS DR"," ","TAMPA","HILLSBOROUGH",FL,336075768, ,ACTIVE,BUILDING,82031,154,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2405,"4","14361 COMMERCE WAY","SUITE 3400","MIAMI LAKES","MIAMI-DADE",FL,330161565, ,ACTIVE,BUILDING,5288,15,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2406,"4","7789 NW 48TH STREET"," ","MIAMI","MIAMI-DADE",FL,331665408, ,ACTIVE,BUILDING,26133,17,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2409,"4","1801 ALTON RD"," ","MIAMI BEACH","MIAMI-DADE",FL,331391504, ,ACTIVE,BUILDING,5092,11,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2420,"4","2101 W COMMERCIAL BLVD","SUITE 4400","FORT LAUDERDALE","BROWARD",FL,333093005, ,ACTIVE,BUILDING,6030,11,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2423,"4","600 CLEVELAND ST"," ","CLEARWATER","PINELLAS",FL,337554116, ,ACTIVE,BUILDING,1934,3,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2425,"4","250 S AUSTRALIAN AVE"," ","WEST PALM BEACH","PALM BEACH",FL,334015016, ,ACTIVE,BUILDING,6500,2,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
FL2434,"4","6800 N DALE MABRY HWY","SUITE 130","TAMPA","HILLSBOROUGH",FL,336143997, ,ACTIVE,BUILDING,6929,12,LEASED,01-Jun-1987,Field Not In Use,Evaluated - Not Historic,Will Conform
FL2435,"4","2001 SIESTA DR","3RD FLOOR","SARASOTA","SARASOTA",FL,342395232, ,ACTIVE,BUILDING,8734,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2437,"4","1248 N UNIVERSITY DR"," ","PLANTATION","BROWARD",FL,33322, ,ACTIVE,BUILDING,58380,42,LEASED,15-Feb-2020,Field Not In Use,Not Evaluated,Yes
FL2439,"4","11400 N KENDALL DR"," ","MIAMI","MIAMI-DADE",FL,331761029, ,ACTIVE,BUILDING,2585,1,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
FL2440,"4","14601 OAK LANE"," ","MIAMI LAKES","MIAMI-DADE",FL,330161515, ,ACTIVE,BUILDING,8606,35,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2449,"4","12000 MIRAMAR PARKWAY"," ","MIRAMAR","BROWARD",FL,33025, ,ACTIVE,BUILDING,25200,30,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2454,"4","1009 N 12TH AVE"," ","PENSACOLA","ESCAMBIA",FL,325013306, ,ACTIVE,BUILDING,3055,1,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2468,"4","1601 BALBOA AVE"," ","PANAMA CITY","BAY",FL,324054132, ,ACTIVE,BUILDING,13000,37,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2473,"4","1800 2ND ST","SUITE 795","SARASOTA","SARASOTA",FL,342365904, ,ACTIVE,BUILDING,2603,3,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2476,"4","1 INDEPENDENT DR","SUITE 200","JACKSONVILLE","DUVAL",FL,322025039, ,ACTIVE,BUILDING,94574,5,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2480,"4","14050 NW 14TH ST"," ","SUNRISE","BROWARD",FL,333232865, ,ACTIVE,BUILDING,11645,9,LEASED,01-Jul-1996,Field Not In Use,Not Evaluated,Yes
FL2488,"4","880 N REUS ST"," ","PENSACOLA","ESCAMBIA",FL,325013016, ,ACTIVE,BUILDING,9700,16,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2497,"4","1 E BROWARD BLVD"," ","FORT LAUDERDALE","BROWARD",FL,333011812, ,ACTIVE,BUILDING,8633,32,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2498,"4","3555 MAGUIRE BLVD"," ","ORLANDO","ORANGE",FL,328033762, ,ACTIVE,BUILDING,23823,75,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL2499,"4","650 NW PEACOCK BLVD"," ","PORT SAINT LUCIE","ST LUCIE",FL,349862211, ,ACTIVE,BUILDING,24858,43,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2501,"4","1211 GOVERNORS SQUARE BLVD"," ","TALLAHASSEE","LEON",FL,323012993, ,ACTIVE,BUILDING,2300,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2503,"4","5200 BELFORT RD"," ","JACKSONVILLE","DUVAL",FL,322566039, ,ACTIVE,BUILDING,15561,42,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2510,"4","315 S CALHOUN ST"," ","TALLAHASSEE","LEON",FL,323011807, ,ACTIVE,BUILDING,5894,17,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2511,"4","13520 AEROSPACE WAY"," ","JACKSONVILLE","DUVAL",FL,322218120, ,ACTIVE,BUILDING,63230,80,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,No
FL2515,"4","3401 SW 160TH AVE"," ","MIRAMAR","BROWARD",FL,330274696, ,ACTIVE,BUILDING,10178,6,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2519,"4","3811 FRANKFORD AVE"," ","PANAMA CITY","BAY",FL,324051918, ,ACTIVE,BUILDING,11284,43,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2520,"4","469 W 23RD ST"," ","PANAMA CITY","BAY",FL,324057622, ,ACTIVE,BUILDING,4176,5,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2530,"4","925 SE 1ST ST"," ","BELLE GLADE","PALM BEACH",FL,334304305, ,ACTIVE,BUILDING,7377,39,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL2531,"4","8659 BAYPINE RD"," ","JACKSONVILLE","DUVAL",FL,322567577, ,ACTIVE,BUILDING,4764,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2533,"4","1000 S PINE ISLAND RD"," ","PLANTATION","BROWARD",FL,333243906, ,ACTIVE,BUILDING,30712,81,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2536,"4","1001 EXECUTIVE CENTER DR"," ","ORLANDO","ORANGE",FL,328033535, ,ACTIVE,BUILDING,5737,10,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2540,"4","10350 NW 112TH AVE"," ","MIAMI","MIAMI-DADE",FL,331781054, ,ACTIVE,BUILDING,75104,278,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2542,"4","4057 CARMICHAEL AVE"," ","JACKSONVILLE","DUVAL",FL,322072336, ,ACTIVE,BUILDING,41168,220,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2546,"4","8880 FREEDOM CROSSING TRL","ENTIRE 4TH FLOOR","JACKSONVILLE","DUVAL",FL,322561215, ,ACTIVE,BUILDING,23940,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2557,"4","925 US HIGHWAY 301 SOUTH"," ","TAMPA","HILLSBOROUGH",FL,336194338, ,ACTIVE,BUILDING,12125,8,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2583,"4","2002 OLD ST AUGUSTINE RD"," ","TALLAHASSEE","LEON",FL,323014861, ,ACTIVE,BUILDING,14087,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2589,"4","950 N KROME AVE"," ","HOMESTEAD","MIAMI-DADE",FL,330304400, ,ACTIVE,BUILDING,18291,12,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2612,"4","550 WATER ST"," ","JACKSONVILLE","DUVAL",FL,322025177, ,ACTIVE,BUILDING,2934,1,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2623,"4","411 W GARDEN ST"," ","PENSACOLA","ESCAMBIA",FL,325024730, ,ACTIVE,BUILDING,16984,120,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2637,"4","2765 BUSINESS CENTER BLVD"," ","MELBOURNE","BREVARD",FL,329407102, ,ACTIVE,BUILDING,55496,135,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2652,"4","11401 W FLAGLER ST"," ","MIAMI","MIAMI-DADE",FL,331741023, ,ACTIVE,BUILDING,20569,93,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2666,"4","333 S MIAMI AVE"," ","MIAMI","MIAMI-DADE",FL,331301908, ,ACTIVE,BUILDING,126207,41,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2668,"4","3300 SW 34TH AVE"," ","OCALA","MARION",FL,344747448, ,ACTIVE,BUILDING,7754,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2721,"4","444 SEABREEZE BLVD"," ","DAYTONA BEACH","VOLUSIA",FL,321183958, ,ACTIVE,BUILDING,6589,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL2728,"4","50 NW 2ND AVE"," ","MIAMI","MIAMI-DADE",FL,331281739, ,ACTIVE,STRUCTURE,0,41,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL2838,"4","227 N BRONOUGH ST"," ","TALLAHASSEE","LEON",FL,323011380, ,ACTIVE,BUILDING,14157,16,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL2866,"4","9100 NW 36TH ST"," ","MIAMI","MIAMI-DADE",FL,331782410, ,ACTIVE,BUILDING,5555,25,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL2873,"4","4070 BOULEVARD CENTER DR"," ","JACKSONVILLE","DUVAL",FL,322072824, ,ACTIVE,BUILDING,10794,52,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL2918,"4","1800 ELLER DR"," ","FORT LAUDERDALE","BROWARD",FL,333164208, ,ACTIVE,BUILDING,34785,150,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2922,"4","1 E 11TH ST"," ","RIVIERA BEACH","PALM BEACH",FL,334046920, ,ACTIVE,BUILDING,10685,52,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2929,"4","701 SAN MARCO BLVD"," ","JACKSONVILLE","DUVAL",FL,322078175, ,ACTIVE,BUILDING,179054,424,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL2935,"4","1662 N PARK AVE"," ","BARTOW","POLK",FL,338303139, ,ACTIVE,BUILDING,3494,8,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL2954,"4","1600 SARNO RD"," ","MELBOURNE","BREVARD",FL,329354938, ,ACTIVE,BUILDING,570,4,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL2971,"4","2203 N LOIS AVE","5TH FLOOR","TAMPA","HILLSBOROUGH",FL,336072370, ,ACTIVE,BUILDING,56551,169,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL2978,"4","402 S KENTUCKY AVE"," ","LAKELAND","POLK",FL,338015367, ,ACTIVE,BUILDING,6091,14,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL2997,"4","2801 FRUITVILLE RD"," ","SARASOTA","SARASOTA",FL,342375343, ,ACTIVE,BUILDING,1016,1,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL3007,"4","651-F W. 14TH STREET"," ","PANAMA CITY","BAY",FL,324012251, ,ACTIVE,BUILDING,3941,14,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL3014,"4","4300 W CYPRESS ST"," ","TAMPA","HILLSBOROUGH",FL,336074159, ,ACTIVE,BUILDING,2348,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3016,"4","5850 T G LEE BLVD"," ","ORLANDO","ORANGE",FL,328224401, ,ACTIVE,BUILDING,24672,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3017,"4","300 E UNIVERSITY AVE"," ","GAINESVILLE","ALACHUA",FL,326015454, ,ACTIVE,BUILDING,7940,9,LEASED,01-Jan-2002,Field Not In Use,Not Evaluated,Yes
FL3023,"4","4100 GEORGE J BEAN PKWY"," ","TAMPA","HILLSBOROUGH",FL,33607, ,ACTIVE,BUILDING,3117,5,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3024,"4","411 RACETRACK RD NE"," ","FORT WALTON BEACH","OKALOOSA",FL,32547, ,ACTIVE,BUILDING,1666,1,LEASED,01-Feb-1985,Field Not In Use,Not Evaluated,Yes
FL3026,"4","10200 49TH STREET"," ","CLEARWATER","PINELLAS",FL,337625030, ,ACTIVE,BUILDING,7498,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3037,"4","3491 S ROOSEVELT BLVD"," ","KEY WEST","MONROE",FL,330405295, ,ACTIVE,BUILDING,2259,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3040,"4","1 AIR TERMINAL PKWY"," ","MELBOURNE","BREVARD",FL,32901, ,ACTIVE,BUILDING,1623,1,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3041,"4","1050 LEE WAGENER BLVD"," ","FORT LAUDERDALE","BROWARD",FL,333153500, ,ACTIVE,BUILDING,19244,67,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3042,"4","1701 STATE RD,85 NORTH"," ","EGLIN AIR FORCE BASE","OKALOOSA",FL,325421498, ,ACTIVE,BUILDING,3426,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3043,"4","3300 CAPITAL CIR SW","IVAN MONROE AIRLINE TERMINAL","TALLAHASSEE","LEON",FL,323108732, ,ACTIVE,BUILDING,4639,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3044,"4","700 CATALINA DR"," ","DAYTONA BEACH","VOLUSIA",FL,321143827, ,ACTIVE,BUILDING,4105,4,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3046,"4","3880 NE 39TH AVE"," ","GAINESVILLE","ALACHUA",FL,326095626, ,ACTIVE,BUILDING,1200,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3047,"4","2430 AIRPORT BLVD"," ","PENSACOLA","ESCAMBIA",FL,325048975, ,ACTIVE,BUILDING,5090,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3049,"4","14201 PECAN PARK RD S"," ","JACKSONVILLE","DUVAL",FL,322189411, ,ACTIVE,BUILDING,16705,100,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3051,"4","6000 AIRPORT CIR"," ","SARASOTA","SARASOTA",FL,342432105, ,ACTIVE,BUILDING,3098,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3052,"4","6500 W 21ST CT"," ","HIALEAH","MIAMI-DADE",FL,330162612, ,ACTIVE,BUILDING,19234,120,LEASED,01-Mar-2005,Field Not In Use,Not Evaluated,Yes
FL3053,"4","9050 PINES BLVD"," ","PEMBROKE PINES","BROWARD",FL,330246456, ,ACTIVE,BUILDING,4200,8,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3059,"4","3 RED CLEVELAND BLVD"," ","SANFORD","SEMINOLE",FL,327734200, ,ACTIVE,BUILDING,1539,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3060,"4","350 NW 215TH ST"," ","MIAMI GARDENS","MIAMI-DADE",FL,33169, ,ACTIVE,STRUCTURE,0,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
FL3061,"4","PALM BEACH INT'L AIRPORT","846 PALM BEACH INTERNATIONAL AIRPORT","WEST PALM BEACH","PALM BEACH",FL,33406, ,ACTIVE,BUILDING,11101,10,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3062,"4","NW 21ST ST","CONCOURSE E","MIAMI","MIAMI-DADE",FL,33142, ,ACTIVE,BUILDING,305,0,LEASED,01-Jun-1970,Field Not In Use,Not Evaluated,Yes
FL3065,"4","100 TERMINAL DR"," ","FORT LAUDERDALE","BROWARD",FL,333153627, ,ACTIVE,BUILDING,10135,0,LEASED,01-Sep-2007,Field Not In Use,Not Evaluated,Yes
FL3072,"4","5835 BLUE LAGOON DR"," ","MIAMI","MIAMI-DADE",FL,331262067, ,ACTIVE,BUILDING,2925,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3078,"4","2348 TRADEPORT DR"," ","ORLANDO","ORANGE",FL,328247052, ,ACTIVE,BUILDING,17036,20,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3079,"4","3520 THOMASVILLE RD"," ","TALLAHASSEE","LEON",FL,323093478, ,ACTIVE,BUILDING,3050,3,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3080,"4","1685 DUNN AVE"," ","JACKSONVILLE","DUVAL",FL,322184735, ,ACTIVE,BUILDING,11227,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3082,"4","3301 LAKE SHORE DR"," ","WEST PALM BEACH","PALM BEACH",FL,334042400, ,ACTIVE,BUILDING,21465,40,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3085,"4","5525 W GRAY ST"," ","TAMPA","HILLSBOROUGH",FL,336091007, ,ACTIVE,BUILDING,129785,374,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3086,"4","14700 TERMINAL BLVD"," ","CLEARWATER","PINELLAS",FL,337622942, ,ACTIVE,BUILDING,3192,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3089,"4","489 DUNDAS DR"," ","JACKSONVILLE","DUVAL",FL,322185590, ,ACTIVE,BUILDING,11000,20,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3094,"4","3 W GARDEN ST","SUITE 412","PENSACOLA","ESCAMBIA",FL,325025641, ,ACTIVE,BUILDING,4784,7,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3096,"4","380 PARK PLACE BLVD"," ","CLEARWATER","PINELLAS",FL,337594929, ,ACTIVE,BUILDING,2398,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3097,"4","1629 S ADELLE AVE"," ","DELAND","VOLUSIA",FL,327207906, ,ACTIVE,BUILDING,10295,40,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3098,"4","1400 COLONIAL BLVD"," ","FORT MYERS","LEE",FL,339071028, ,ACTIVE,BUILDING,4600,18,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
FL3100,"4","5971 CATTLERIDGE BLVD"," ","SARASOTA","SARASOTA",FL,342326048, ,ACTIVE,BUILDING,11920,6,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3103,"4","6643 HAZELTINE NATIONAL DR"," ","ORLANDO","ORANGE",FL,328225207, ,ACTIVE,BUILDING,25217,88,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3104,"4","3811 CORPOREX PARK DR"," ","TAMPA","HILLSBOROUGH",FL,336191110, ,ACTIVE,BUILDING,24160,34,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3105,"4","3770 OVERSEAS HWY"," ","MARATHON","MONROE",FL,330502339, ,ACTIVE,BUILDING,7585,30,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3106,"4","1515 N FLAGLER DR"," ","WEST PALM BEACH","PALM BEACH",FL,334013409, ,ACTIVE,BUILDING,20617,3,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3112,"4","510 SHOTGUN RD"," ","FORT LAUDERDALE","BROWARD",FL,333261956, ,ACTIVE,BUILDING,14956,40,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3114,"4","5000 US-1 N"," ","SAINT AUGUSTINE","ST JOHNS",FL,320956200, ,ACTIVE,BUILDING,4045,3,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3115,"4","4990 S CLYDE MORRIS BLVD"," ","PORT ORANGE","VOLUSIA",FL,321278923, ,ACTIVE,BUILDING,16870,88,LEASED,06-Jun-2007,Field Not In Use,Not Evaluated,Yes
FL3118,"4","41 N JEFFERSON ST"," ","PENSACOLA","ESCAMBIA",FL,325025681, ,ACTIVE,BUILDING,5450,12,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3120,"4","100 SE 2ND ST","AT INTERNATIONAL PLACE SUITE 1700","MIAMI","MIAMI-DADE",FL,331312100, ,ACTIVE,BUILDING,23857,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3124,"4","4010 GUNN HWY"," ","TAMPA","HILLSBOROUGH",FL,336188744, ,ACTIVE,BUILDING,20028,100,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3126,"4","2000 N ROOSEVELT BLVD"," ","KEY WEST","MONROE",FL,330403629, ,ACTIVE,BUILDING,9830,30,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3128,"4","2002 OLD ST AUGUSTINE RD"," ","TALLAHASSEE","LEON",FL,323014861, ,ACTIVE,BUILDING,4379,20,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3129,"4","5210 BELFORT RD"," ","JACKSONVILLE","DUVAL",FL,322566024, ,ACTIVE,BUILDING,8973,24,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3132,"4","201 S ORANGE AVE"," ","ORLANDO","ORANGE",FL,328013413, ,ACTIVE,BUILDING,42817,69,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3134,"4","11000 TERMINAL ACCESS RD"," ","FORT MYERS","LEE",FL,339138209, ,ACTIVE,BUILDING,9575,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3135,"4","15720 PINES BLVD"," ","PEMBROKE PINES","BROWARD",FL,33027, ,ACTIVE,BUILDING,29446,121,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3140,"4","11200 NW 20TH ST"," ","MIAMI","MIAMI-DADE",FL,331721825, ,ACTIVE,BUILDING,10947,32,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3143,"4","2133 HARDEN BLVD"," ","LAKELAND","POLK",FL,338035918, ,ACTIVE,BUILDING,5276,20,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3144,"4","111 RACETRACK RD NW"," ","FORT WALTON BEACH","OKALOOSA",FL,325471644, ,ACTIVE,BUILDING,6558,33,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3148,"4","3611 ALEX MUXO JR. BLVD."," ","HOMESTEAD","MIAMI-DADE",FL,330351227, ,ACTIVE,BUILDING,14914,62,LEASED,02-Aug-2002,Field Not In Use,Not Evaluated,Yes
FL3152,"4","11100 SW 211TH ST"," ","MIAMI","MIAMI-DADE",FL,331892806, ,ACTIVE,BUILDING,18546,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3155,"4","11226 NW 20TH ST"," ","MIAMI","MIAMI-DADE",FL,331721859, ,ACTIVE,BUILDING,76547,374,LEASED,15-Dec-2007,Field Not In Use,Not Evaluated,Yes
FL3161,"4","2340 DREW ST"," ","CLEARWATER","PINELLAS",FL,337653309, ,ACTIVE,BUILDING,12941,59,LEASED,28-Feb-2008,Field Not In Use,Not Evaluated,No
FL3162,"4","1338 NW 78TH AVE"," ","DORAL","MIAMI-DADE",FL,33126, ,ACTIVE,BUILDING,15000,15,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3163,"4","550 COMMERCE DR"," ","LAKELAND","POLK",FL,338132708, ,ACTIVE,BUILDING,12445,97,LEASED,01-Jun-2008,Field Not In Use,Not Evaluated,Yes
FL3166,"4","4740 DAIRY RD","UNIT #103","MELBOURNE","BREVARD",FL,329048417, ,ACTIVE,BUILDING,1230,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3170,"4","11698 NW 25TH STREET"," ","MIAMI","MIAMI-DADE",FL,331129997, ,ACTIVE,BUILDING,16080,37,LEASED,01-Oct-2000,Field Not In Use,Not Evaluated,Yes
FL3173,"4","4925 INDEPENDENCE PKWY"," ","TAMPA","HILLSBOROUGH",FL,336347552, ,ACTIVE,BUILDING,27795,2,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3174,"4","210 S WASHINGTON AVE"," ","TITUSVILLE","BREVARD",FL,327963553, ,ACTIVE,BUILDING,4500,18,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3175,"4","1510 COMMONWEALTH BUSINESS DR"," ","TALLAHASSEE","LEON",FL,323033170, ,ACTIVE,BUILDING,16600,70,LEASED,01-Jan-2010,Field Not In Use,Not Evaluated,No
FL3176,"4","3700 COMMERCIAL DR"," ","SEBRING","HIGHLANDS",FL,33870, ,ACTIVE,BUILDING,6532,34,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
FL3178,"4","6061 GATE PKWY"," ","JACKSONVILLE","DUVAL",FL,322567287, ,ACTIVE,BUILDING,115927,872,LEASED,20-Feb-2009,Field Not In Use,Not Evaluated,Yes
FL3181,"4","1660 SW SAINT LUCIE WEST BLVD"," ","PORT SAINT LUCIE","ST LUCIE",FL,349861967, ,ACTIVE,BUILDING,9502,25,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
